"Data Source","Transaction ID","Match ID","Status","Account ID","Alert ID","Alert Name","Alert Status","Created Date","Edited","Extract Status","Import Job ID","Journal Export Job ID","Match Process Name","Matched","Matched By","Matched On","Rule Name","Rule Type","Support ID","Support Type","Supported By","Supported On","Adjusted","Adjustment Type","Adjusted By","Adjusted On","Adjustment To","Location","Date","Amount","Reference","Memo1","Memo2","Bank Branch","Bank Main Branch","POS Memo","Pickup Date","Pickup Day","POS Memo2","Accounting Date","Adjustment Debit Account","LedgerID","Currency Code","Monthly Fee","Fee Amount","Approved By","Error Date","Adjustment Credit Account","Fee Type","Name","Category","ID","Description","Entity","Journal Source"
"Pronto Sub","1303","9197","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20012","2017-08-29","1062.5","","","","","","S-1:20012","2017-08-30","Wed","20012-08/29/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1198","9198","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20012","2017-08-31","3145","","","","","","S-1:20012","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1306","9198","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20012","2017-08-31","3145","","","","","","S-1:20012","2017-09-01","Fri","20012-08/31/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1199","9199","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20012","2017-09-01","4250","","","","","","S-1:20012","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1307","9199","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20012","2017-09-01","4250","","","","","","S-1:20012","2017-09-01","Fri","20012-09/01/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1201","9200","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-01","800","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1310","9200","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-01","800","","","","","","S-2:20025","2017-08-02","Wed","20025-08/01/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1203","9201","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-03","2400","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1313","9201","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-03","2400","","","","","","S-2:20025","2017-08-04","Fri","20025-08/03/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1206","9202","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-08","680","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1318","9202","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-08","680","","","","","","S-2:20025","2017-08-09","Wed","20025-08/08/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1208","9203","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-10","2040","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1321","9203","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-10","2040","","","","","","S-2:20025","2017-08-11","Fri","20025-08/10/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1211","9204","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-15","640","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1326","9204","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-15","640","","","","","","S-2:20025","2017-08-16","Wed","20025-08/15/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1213","9205","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-17","1920","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1329","9205","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-17","1920","","","","","","S-2:20025","2017-08-18","Fri","20025-08/17/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1216","9206","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-22","840","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1334","9206","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-22","840","","","","","","S-2:20025","2017-08-23","Wed","20025-08/22/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1218","9207","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-24","2520","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1337","9207","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-24","2520","","","","","","S-2:20025","2017-08-25","Fri","20025-08/24/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1221","9208","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-29","1000","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1342","9208","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-08-29","1000","","","","","","S-2:20025","2017-08-30","Wed","20025-08/29/2017-Wed","","","","","","","","","","","","","","","",""
"GL","1224","9209","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-09-01","4000","","","","","","S-2:20025","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1346","9209","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","20025","2017-09-01","4000","","","","","","S-2:20025","2017-09-01","Fri","20025-09/01/2017-Fri","","","","","","","","","","","","","","","",""
"GL","1225","9210","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-07-31","166.25","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1347","9210","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-07-31","166.25","","","","","","NE-5:50004","2017-08-01","Tue","50004-07/31/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1227","9211","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-02","665","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1350","9211","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-02","665","","","","","","NE-5:50004","2017-08-03","Thu","50004-08/02/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1229","9212","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-04","1330","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1353","9212","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-04","1330","","","","","","NE-5:50004","2017-08-08","Tue","50004-08/04/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1230","9213","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-07","141.31","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1354","9213","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-07","141.31","","","","","","NE-5:50004","2017-08-08","Tue","50004-08/07/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1232","9214","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-09","565.25","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1357","9214","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-09","565.25","","","","","","NE-5:50004","2017-08-10","Thu","50004-08/09/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1234","9215","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-11","1130.5","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1360","9215","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-11","1130.5","","","","","","NE-5:50004","2017-08-15","Tue","50004-08/11/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1235","9216","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-14","133","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1361","9216","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-14","133","","","","","","NE-5:50004","2017-08-15","Tue","50004-08/14/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1237","9217","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-16","532","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1364","9217","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-16","532","","","","","","NE-5:50004","2017-08-17","Thu","50004-08/16/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1239","9218","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-18","1064","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1367","9218","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-18","1064","","","","","","NE-5:50004","2017-08-22","Tue","50004-08/18/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1240","9219","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-21","174.56","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1368","9219","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-21","174.56","","","","","","NE-5:50004","2017-08-22","Tue","50004-08/21/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1242","9220","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-23","698.25","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1371","9220","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-23","698.25","","","","","","NE-5:50004","2017-08-24","Thu","50004-08/23/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1244","9221","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-25","1396.5","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1374","9221","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-25","1396.5","","","","","","NE-5:50004","2017-08-29","Tue","50004-08/25/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1245","9222","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-28","207.81","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1375","9222","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-28","207.81","","","","","","NE-5:50004","2017-08-29","Tue","50004-08/28/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1247","9223","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-30","831.25","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1378","9223","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-08-30","831.25","","","","","","NE-5:50004","2017-08-31","Thu","50004-08/30/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1249","9224","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-09-01","1662.5","","","","","","NE-5:50004","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1381","9224","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50004","2017-09-01","1662.5","","","","","","NE-5:50004","2017-09-05","Tue","50004-09/01/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1250","9225","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-07-31","173.25","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1382","9225","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-07-31","173.25","","","","","","NE-5:50007","2017-08-01","Tue","50007-07/31/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1252","9226","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-02","693","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1385","9226","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-02","693","","","","","","NE-5:50007","2017-08-03","Thu","50007-08/02/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1254","9227","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-04","1386","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1388","9227","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-04","1386","","","","","","NE-5:50007","2017-08-08","Tue","50007-08/04/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1255","9228","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-07","147.26","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1389","9228","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-07","147.26","","","","","","NE-5:50007","2017-08-08","Tue","50007-08/07/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1257","9229","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-09","589.05","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1392","9229","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-09","589.05","","","","","","NE-5:50007","2017-08-10","Thu","50007-08/09/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1259","9230","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-11","1178.1","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1395","9230","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-11","1178.1","","","","","","NE-5:50007","2017-08-15","Tue","50007-08/11/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1260","9231","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-14","138.6","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1396","9231","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-14","138.6","","","","","","NE-5:50007","2017-08-15","Tue","50007-08/14/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1262","9232","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-16","554.4","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1399","9232","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-16","554.4","","","","","","NE-5:50007","2017-08-17","Thu","50007-08/16/2017-Thu","","","","","","","","","","","","","","","",""
"GL","1264","9233","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-18","1108.8","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1402","9233","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-18","1108.8","","","","","","NE-5:50007","2017-08-22","Tue","50007-08/18/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1265","9234","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-21","181.91","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1403","9234","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-21","181.91","","","","","","NE-5:50007","2017-08-22","Tue","50007-08/21/2017-Tue","","","","","","","","","","","","","","","",""
"GL","1267","9235","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-23","727.65","","","","","","NE-5:50007","","","","","","","","","","","","","","","","","","",""
"Pronto Sub","1406","9235","Confirmed Match","103-55533","","","","2023-10-31T18:11:56","No","Open","100000000002617","","GL to POS","Yes","TM_SYSTEM","2023-10-31T18:32:21","1-1 Exact Amt Loc Date","1 To 1","","","","","No","","","","","50007","2017-08-23","727.65","","","","","","NE-5:50007","2017-08-24","Thu","50007-08/23/2017-Thu","","","","","","","","","","","","","","","",""
